Year,Location,Vegetable_Type,Missing_Cells
2010,Thambuththegama,MANIOC,3
2010,Thambuththegama,MUKUNUWENNA,3
2010,Thambuththegama,PUMPKIN,3
2010,Thambuththegama,RADDISH,3
2010,Thambuththegama,SNAKE GOURD,3
2010,Thambuththegama,SWEET POTATOES,3
2010,Thambuththegama,TOMATOES,3
2010,Tissamaharama,ASH PLANTAINS,5
2010,Tissamaharama,BEETROOT,5
2010,Tissamaharama,BITTER GOURD,5
2010,Tissamaharama,BRINJALS,5
2010,Tissamaharama,CABBAGE,5
2010,Tissamaharama,CAPSICUM,5
2010,Tissamaharama,CARROT,5
2010,Tissamaharama,CUCUMBER,5
2010,Tissamaharama,DRUMSTIC,21
2010,Tissamaharama,GOTUKOLA,5
2010,Tissamaharama,GREEN BEANS,5
2010,Tissamaharama,GREEN CHILLIES,5
2010,Tissamaharama,KANKUN,5
2010,Tissamaharama,KNOL-KHOL,11
2010,Tissamaharama,LADIES FINGERS,5
2010,Tissamaharama,LEEKS,5
2010,Tissamaharama,LIME,5
2010,Tissamaharama,LONG BEANS,5
2010,Tissamaharama,LUFFA,5
2010,Tissamaharama,MANIOC,5
2010,Tissamaharama,MUKUNUWENNA,5
2010,Tissamaharama,PUMPKIN,5
2010,Tissamaharama,RADDISH,5
2010,Tissamaharama,SNAKE GOURD,5
2010,Tissamaharama,SWEET POTATOES,5
2010,Tissamaharama,TOMATOES,5
2010,Vavuniya,ASH PLANTAINS,52
2010,Vavuniya,BEETROOT,52
2010,Vavuniya,BITTER GOURD,52
2010,Vavuniya,BRINJALS,52
2010,Vavuniya,CABBAGE,52
2010,Vavuniya,CAPSICUM,52
2010,Vavuniya,CARROT,52
2010,Vavuniya,CUCUMBER,52
2010,Vavuniya,DRUMSTIC,52
2010,Vavuniya,GOTUKOLA,52
2010,Vavuniya,GREEN BEANS,52
2010,Vavuniya,GREEN CHILLIES,52
2010,Vavuniya,KANKUN,52
2010,Vavuniya,KNOL-KHOL,52
2010,Vavuniya,LADIES FINGERS,52
2010,Vavuniya,LEEKS,52
2010,Vavuniya,LIME,52
2010,Vavuniya,LONG BEANS,52
2010,Vavuniya,LUFFA,52
2010,Vavuniya,MANIOC,52
2010,Vavuniya,MUKUNUWENNA,52
2010,Vavuniya,PUMPKIN,52
2010,Vavuniya,RADDISH,52
2010,Vavuniya,SNAKE GOURD,52
2010,Vavuniya,SWEET POTATOES,52
2010,Vavuniya,TOMATOES,52
2011,Ampara,ASH PLANTAINS,2
2011,Ampara,BEETROOT,2
2011,Ampara,BITTER GOURD,2
2011,Ampara,BRINJALS,2
2011,Ampara,CABBAGE,2
2011,Ampara,CAPSICUM,2
2011,Ampara,CARROT,2
2011,Ampara,CUCUMBER,2
2011,Ampara,DRUMSTIC,28
2011,Ampara,GOTUKOLA,3
2011,Ampara,GREEN BEANS,3
2011,Ampara,GREEN CHILLIES,2
2011,Ampara,KANKUN,3
2011,Ampara,KNOL-KHOL,14
2011,Ampara,LADIES FINGERS,2
2011,Ampara,LEEKS,2
2011,Ampara,LIME,2
2011,Ampara,LONG BEANS,2
2011,Ampara,LUFFA,2
2011,Ampara,MANIOC,2
2011,Ampara,MUKUNUWENNA,3
2011,Ampara,PUMPKIN,2
2011,Ampara,RADDISH,3
2011,Ampara,SNAKE GOURD,2
2011,Ampara,SWEET POTATOES,2
2011,Ampara,TOMATOES,2
2011,Anuradhapura,ASH PLANTAINS,5
2011,Anuradhapura,BEETROOT,5
2011,Anuradhapura,BITTER GOURD,5
2011,Anuradhapura,BRINJALS,5
2011,Anuradhapura,CABBAGE,5
2011,Anuradhapura,CAPSICUM,5
2011,Anuradhapura,CARROT,5
2011,Anuradhapura,CUCUMBER,5
2011,Anuradhapura,DRUMSTIC,32
2011,Anuradhapura,GOTUKOLA,5
2011,Anuradhapura,GREEN BEANS,5
2011,Anuradhapura,GREEN CHILLIES,5
2011,Anuradhapura,KANKUN,5
2011,Anuradhapura,KNOL-KHOL,22
2011,Anuradhapura,LADIES FINGERS,5
2011,Anuradhapura,LEEKS,5
2011,Anuradhapura,LIME,5
2011,Anuradhapura,LONG BEANS,5
2011,Anuradhapura,LUFFA,5
2011,Anuradhapura,MANIOC,5
2011,Anuradhapura,MUKUNUWENNA,5
2011,Anuradhapura,PUMPKIN,5
2011,Anuradhapura,RADDISH,5
2011,Anuradhapura,SNAKE GOURD,5
2011,Anuradhapura,SWEET POTATOES,5
2011,Anuradhapura,TOMATOES,5
2011,Badulla,ASH PLANTAINS,5
2011,Badulla,BEETROOT,5
2011,Badulla,BITTER GOURD,5
2011,Badulla,BRINJALS,5
2011,Badulla,CABBAGE,5
2011,Badulla,CAPSICUM,5
2011,Badulla,CARROT,5
2011,Badulla,CUCUMBER,5
2011,Badulla,DRUMSTIC,25
2011,Badulla,GOTUKOLA,5
2011,Badulla,GREEN BEANS,5
2011,Badulla,GREEN CHILLIES,5
2011,Badulla,KANKUN,5
2011,Badulla,KNOL-KHOL,10
2011,Badulla,LADIES FINGERS,5
2011,Badulla,LEEKS,5
2011,Badulla,LIME,5
2011,Badulla,LONG BEANS,5
2011,Badulla,LUFFA,9
2011,Badulla,MANIOC,6
2011,Badulla,MUKUNUWENNA,5
2011,Badulla,PUMPKIN,5
2011,Badulla,RADDISH,5
2011,Badulla,SNAKE GOURD,5
2011,Badulla,SWEET POTATOES,5
2011,Badulla,TOMATOES,5
2011,Colombo,ASH PLANTAINS,0
2011,Colombo,BEETROOT,0
2011,Colombo,BITTER GOURD,0
2011,Colombo,BRINJALS,0
2011,Colombo,CABBAGE,0
2011,Colombo,CAPSICUM,0
2011,Colombo,CARROT,0
2011,Colombo,CUCUMBER,0
2011,Colombo,DRUMSTIC,25
2011,Colombo,GOTUKOLA,0
2011,Colombo,GREEN BEANS,0
2011,Colombo,GREEN CHILLIES,0
2011,Colombo,KANKUN,0
2011,Colombo,KNOL-KHOL,1
2011,Colombo,LADIES FINGERS,0
2011,Colombo,LEEKS,0
2011,Colombo,LIME,0
2011,Colombo,LONG BEANS,0
2011,Colombo,LUFFA,0
2011,Colombo,MANIOC,0
2011,Colombo,MUKUNUWENNA,0
2011,Colombo,PUMPKIN,0
2011,Colombo,RADDISH,0
2011,Colombo,SNAKE GOURD,0
2011,Colombo,SWEET POTATOES,0
2011,Colombo,TOMATOES,0
2011,Dambulla,ASH PLANTAINS,6
2011,Dambulla,BEETROOT,6
2011,Dambulla,BITTER GOURD,6
2011,Dambulla,BRINJALS,6
2011,Dambulla,CABBAGE,6
2011,Dambulla,CAPSICUM,6
2011,Dambulla,CARROT,6
2011,Dambulla,CUCUMBER,6
2011,Dambulla,DRUMSTIC,29
2011,Dambulla,GOTUKOLA,6
2011,Dambulla,GREEN BEANS,6
2011,Dambulla,GREEN CHILLIES,6
2011,Dambulla,KANKUN,6
2011,Dambulla,KNOL-KHOL,8
2011,Dambulla,LADIES FINGERS,6
2011,Dambulla,LEEKS,6
2011,Dambulla,LIME,6
2011,Dambulla,LONG BEANS,6
2011,Dambulla,LUFFA,6
2011,Dambulla,MANIOC,6
2011,Dambulla,MUKUNUWENNA,6
2011,Dambulla,PUMPKIN,6
2011,Dambulla,RADDISH,6
2011,Dambulla,SNAKE GOURD,6
2011,Dambulla,SWEET POTATOES,6
2011,Dambulla,TOMATOES,6
2011,Dehiattakandiya,ASH PLANTAINS,3
2011,Dehiattakandiya,BEETROOT,3
2011,Dehiattakandiya,BITTER GOURD,3
2011,Dehiattakandiya,BRINJALS,3
2011,Dehiattakandiya,CABBAGE,3
2011,Dehiattakandiya,CAPSICUM,3
2011,Dehiattakandiya,CARROT,3
2011,Dehiattakandiya,CUCUMBER,3
2011,Dehiattakandiya,DRUMSTIC,36
2011,Dehiattakandiya,GOTUKOLA,3
2011,Dehiattakandiya,GREEN BEANS,3
2011,Dehiattakandiya,GREEN CHILLIES,3
2011,Dehiattakandiya,KANKUN,3
2011,Dehiattakandiya,KNOL-KHOL,7
2011,Dehiattakandiya,LADIES FINGERS,3
2011,Dehiattakandiya,LEEKS,3
2011,Dehiattakandiya,LIME,3
2011,Dehiattakandiya,LONG BEANS,3
2011,Dehiattakandiya,LUFFA,3
2011,Dehiattakandiya,MANIOC,3
2011,Dehiattakandiya,MUKUNUWENNA,3
2011,Dehiattakandiya,PUMPKIN,3
2011,Dehiattakandiya,RADDISH,3
2011,Dehiattakandiya,SNAKE GOURD,3
2011,Dehiattakandiya,SWEET POTATOES,3
2011,Dehiattakandiya,TOMATOES,3
2011,Embilipitiya,ASH PLANTAINS,5
2011,Embilipitiya,BEETROOT,5
2011,Embilipitiya,BITTER GOURD,5
2011,Embilipitiya,BRINJALS,5
2011,Embilipitiya,CABBAGE,5
2011,Embilipitiya,CAPSICUM,5
2011,Embilipitiya,CARROT,5
2011,Embilipitiya,CUCUMBER,5
2011,Embilipitiya,DRUMSTIC,23
2011,Embilipitiya,GOTUKOLA,5
2011,Embilipitiya,GREEN BEANS,5
2011,Embilipitiya,GREEN CHILLIES,5
2011,Embilipitiya,KANKUN,5
2011,Embilipitiya,KNOL-KHOL,10
2011,Embilipitiya,LADIES FINGERS,5
2011,Embilipitiya,LEEKS,5
2011,Embilipitiya,LIME,5
2011,Embilipitiya,LONG BEANS,5
2011,Embilipitiya,LUFFA,5
2011,Embilipitiya,MANIOC,5
2011,Embilipitiya,MUKUNUWENNA,5
2011,Embilipitiya,PUMPKIN,5
2011,Embilipitiya,RADDISH,5
2011,Embilipitiya,SNAKE GOURD,5
2011,Embilipitiya,SWEET POTATOES,5
2011,Embilipitiya,TOMATOES,5
2011,Galle,ASH PLANTAINS,6
2011,Galle,BEETROOT,6
2011,Galle,BITTER GOURD,6
2011,Galle,BRINJALS,6
2011,Galle,CABBAGE,6
2011,Galle,CAPSICUM,6
2011,Galle,CARROT,6
2011,Galle,CUCUMBER,6
2011,Galle,DRUMSTIC,26
2011,Galle,GOTUKOLA,6
2011,Galle,GREEN BEANS,6
2011,Galle,GREEN CHILLIES,6
2011,Galle,KANKUN,6
2011,Galle,KNOL-KHOL,9
2011,Galle,LADIES FINGERS,6
2011,Galle,LEEKS,6
2011,Galle,LIME,6
2011,Galle,LONG BEANS,6
2011,Galle,LUFFA,6
2011,Galle,MANIOC,6
2011,Galle,MUKUNUWENNA,6
2011,Galle,PUMPKIN,6
2011,Galle,RADDISH,6
2011,Galle,SNAKE GOURD,6
2011,Galle,SWEET POTATOES,6
2011,Galle,TOMATOES,6
2011,Gampaha,ASH PLANTAINS,2
2011,Gampaha,BEETROOT,2
2011,Gampaha,BITTER GOURD,2
2011,Gampaha,BRINJALS,2
2011,Gampaha,CABBAGE,2
2011,Gampaha,CAPSICUM,3
2011,Gampaha,CARROT,2
2011,Gampaha,CUCUMBER,2
2011,Gampaha,DRUMSTIC,23
2011,Gampaha,GOTUKOLA,2
2011,Gampaha,GREEN BEANS,2
2011,Gampaha,GREEN CHILLIES,2
2011,Gampaha,KANKUN,2
2011,Gampaha,KNOL-KHOL,4
2011,Gampaha,LADIES FINGERS,2
2011,Gampaha,LEEKS,2
2011,Gampaha,LIME,3
2011,Gampaha,LONG BEANS,2
2011,Gampaha,LUFFA,3
2011,Gampaha,MANIOC,6
2011,Gampaha,MUKUNUWENNA,2
2011,Gampaha,PUMPKIN,2
2011,Gampaha,RADDISH,2
2011,Gampaha,SNAKE GOURD,2
2011,Gampaha,SWEET POTATOES,5
2011,Gampaha,TOMATOES,2
2011,Hambanthota,ASH PLANTAINS,23
2011,Hambanthota,BEETROOT,23
2011,Hambanthota,BITTER GOURD,23
2011,Hambanthota,BRINJALS,23
2011,Hambanthota,CABBAGE,23
2011,Hambanthota,CAPSICUM,23
2011,Hambanthota,CARROT,23
2011,Hambanthota,CUCUMBER,25
2011,Hambanthota,DRUMSTIC,29
2011,Hambanthota,GOTUKOLA,23
2011,Hambanthota,GREEN BEANS,23
2011,Hambanthota,GREEN CHILLIES,23
2011,Hambanthota,KANKUN,23
2011,Hambanthota,KNOL-KHOL,25
2011,Hambanthota,LADIES FINGERS,23
2011,Hambanthota,LEEKS,23
2011,Hambanthota,LIME,23
2011,Hambanthota,LONG BEANS,23
2011,Hambanthota,LUFFA,23
2011,Hambanthota,MANIOC,23
2011,Hambanthota,MUKUNUWENNA,23
2011,Hambanthota,PUMPKIN,23
2011,Hambanthota,RADDISH,23
2011,Hambanthota,SNAKE GOURD,23
2011,Hambanthota,SWEET POTATOES,23
2011,Hambanthota,TOMATOES,23
2011,Hanguranketha,ASH PLANTAINS,5
2011,Hanguranketha,BEETROOT,5
2011,Hanguranketha,BITTER GOURD,5
2011,Hanguranketha,BRINJALS,5
2011,Hanguranketha,CABBAGE,5
2011,Hanguranketha,CAPSICUM,5
2011,Hanguranketha,CARROT,5
2011,Hanguranketha,CUCUMBER,5
2011,Hanguranketha,DRUMSTIC,20
2011,Hanguranketha,GOTUKOLA,5
2011,Hanguranketha,GREEN BEANS,5
2011,Hanguranketha,GREEN CHILLIES,5
2011,Hanguranketha,KANKUN,5
2011,Hanguranketha,KNOL-KHOL,22
2011,Hanguranketha,LADIES FINGERS,5
2011,Hanguranketha,LEEKS,5
2011,Hanguranketha,LIME,5
2011,Hanguranketha,LONG BEANS,6
2011,Hanguranketha,LUFFA,6
2011,Hanguranketha,MANIOC,6
2011,Hanguranketha,MUKUNUWENNA,5
2011,Hanguranketha,PUMPKIN,5
2011,Hanguranketha,RADDISH,5
2011,Hanguranketha,SNAKE GOURD,5
2011,Hanguranketha,SWEET POTATOES,6
2011,Hanguranketha,TOMATOES,5
2011,Jaffna,ASH PLANTAINS,29
2011,Jaffna,BEETROOT,30
2011,Jaffna,BITTER GOURD,29
2011,Jaffna,BRINJALS,29
2011,Jaffna,CABBAGE,29
2011,Jaffna,CAPSICUM,29
2011,Jaffna,CARROT,29
2011,Jaffna,CUCUMBER,39
2011,Jaffna,DRUMSTIC,35
2011,Jaffna,GOTUKOLA,35
2011,Jaffna,GREEN BEANS,30
2011,Jaffna,GREEN CHILLIES,29
2011,Jaffna,KANKUN,39
2011,Jaffna,KNOL-KHOL,52
2011,Jaffna,LADIES FINGERS,29
2011,Jaffna,LEEKS,29
2011,Jaffna,LIME,29
2011,Jaffna,LONG BEANS,29
2011,Jaffna,LUFFA,48
2011,Jaffna,MANIOC,30
2011,Jaffna,MUKUNUWENNA,34
2011,Jaffna,PUMPKIN,29
2011,Jaffna,RADDISH,31
2011,Jaffna,SNAKE GOURD,29
2011,Jaffna,SWEET POTATOES,43
2011,Jaffna,TOMATOES,29
2011,Kaluthara,ASH PLANTAINS,3
2011,Kaluthara,BEETROOT,3
2011,Kaluthara,BITTER GOURD,3
2011,Kaluthara,BRINJALS,3
2011,Kaluthara,CABBAGE,3
2011,Kaluthara,CAPSICUM,3
2011,Kaluthara,CARROT,3
2011,Kaluthara,CUCUMBER,3
2011,Kaluthara,DRUMSTIC,29
2011,Kaluthara,GOTUKOLA,3
2011,Kaluthara,GREEN BEANS,3
2011,Kaluthara,GREEN CHILLIES,3
2011,Kaluthara,KANKUN,3
2011,Kaluthara,KNOL-KHOL,8
2011,Kaluthara,LADIES FINGERS,3
2011,Kaluthara,LEEKS,3
2011,Kaluthara,LIME,3
2011,Kaluthara,LONG BEANS,3
2011,Kaluthara,LUFFA,3
2011,Kaluthara,MANIOC,3
2011,Kaluthara,MUKUNUWENNA,3
2011,Kaluthara,PUMPKIN,3
2011,Kaluthara,RADDISH,3
2011,Kaluthara,SNAKE GOURD,3
2011,Kaluthara,SWEET POTATOES,3
2011,Kaluthara,TOMATOES,3
2011,Kandy,ASH PLANTAINS,4
2011,Kandy,BEETROOT,4
2011,Kandy,BITTER GOURD,4
2011,Kandy,BRINJALS,4
2011,Kandy,CABBAGE,4
2011,Kandy,CAPSICUM,4
2011,Kandy,CARROT,4
2011,Kandy,CUCUMBER,4
2011,Kandy,DRUMSTIC,31
2011,Kandy,GOTUKOLA,4
2011,Kandy,GREEN BEANS,4
2011,Kandy,GREEN CHILLIES,4
2011,Kandy,KANKUN,4
2011,Kandy,KNOL-KHOL,5
2011,Kandy,LADIES FINGERS,4
2011,Kandy,LEEKS,4
2011,Kandy,LIME,4
2011,Kandy,LONG BEANS,4
2011,Kandy,LUFFA,4
2011,Kandy,MANIOC,4
2011,Kandy,MUKUNUWENNA,4
2011,Kandy,PUMPKIN,4
2011,Kandy,RADDISH,4
2011,Kandy,SNAKE GOURD,4
2011,Kandy,SWEET POTATOES,4
2011,Kandy,TOMATOES,4
2011,Keppetipola,ASH PLANTAINS,15
2011,Keppetipola,BEETROOT,15
2011,Keppetipola,BITTER GOURD,16
2011,Keppetipola,BRINJALS,15
2011,Keppetipola,CABBAGE,15
2011,Keppetipola,CAPSICUM,15
2011,Keppetipola,CARROT,15
2011,Keppetipola,CUCUMBER,15
2011,Keppetipola,DRUMSTIC,32
2011,Keppetipola,GOTUKOLA,16
2011,Keppetipola,GREEN BEANS,15
2011,Keppetipola,GREEN CHILLIES,15
2011,Keppetipola,KANKUN,15
2011,Keppetipola,KNOL-KHOL,16
2011,Keppetipola,LADIES FINGERS,15
2011,Keppetipola,LEEKS,15
2011,Keppetipola,LIME,15
2011,Keppetipola,LONG BEANS,16
2011,Keppetipola,LUFFA,32
2011,Keppetipola,MANIOC,16
2011,Keppetipola,MUKUNUWENNA,15
2011,Keppetipola,PUMPKIN,15
2011,Keppetipola,RADDISH,18
2011,Keppetipola,SNAKE GOURD,15
2011,Keppetipola,SWEET POTATOES,16
2011,Keppetipola,TOMATOES,15
2011,Kilinochchi,ASH PLANTAINS,32
2011,Kilinochchi,BEETROOT,33
2011,Kilinochchi,BITTER GOURD,32
2011,Kilinochchi,BRINJALS,32
2011,Kilinochchi,CABBAGE,32
2011,Kilinochchi,CAPSICUM,32
2011,Kilinochchi,CARROT,33
2011,Kilinochchi,CUCUMBER,34
2011,Kilinochchi,DRUMSTIC,34
2011,Kilinochchi,GOTUKOLA,41
2011,Kilinochchi,GREEN BEANS,46
2011,Kilinochchi,GREEN CHILLIES,32
2011,Kilinochchi,KANKUN,42
2011,Kilinochchi,KNOL-KHOL,52
2011,Kilinochchi,LADIES FINGERS,32
2011,Kilinochchi,LEEKS,32
2011,Kilinochchi,LIME,32
2011,Kilinochchi,LONG BEANS,32
2011,Kilinochchi,LUFFA,48
2011,Kilinochchi,MANIOC,32
2011,Kilinochchi,MUKUNUWENNA,32
2011,Kilinochchi,PUMPKIN,32
2011,Kilinochchi,RADDISH,35
2011,Kilinochchi,SNAKE GOURD,32
2011,Kilinochchi,SWEET POTATOES,50
2011,Kilinochchi,TOMATOES,32
2011,Kurunegala,ASH PLANTAINS,2
2011,Kurunegala,BEETROOT,3
2011,Kurunegala,BITTER GOURD,2
2011,Kurunegala,BRINJALS,2
2011,Kurunegala,CABBAGE,2
2011,Kurunegala,CAPSICUM,2
2011,Kurunegala,CARROT,2
2011,Kurunegala,CUCUMBER,2
2011,Kurunegala,DRUMSTIC,38
2011,Kurunegala,GOTUKOLA,2
2011,Kurunegala,GREEN BEANS,2
2011,Kurunegala,GREEN CHILLIES,2
2011,Kurunegala,KANKUN,3
2011,Kurunegala,KNOL-KHOL,3
2011,Kurunegala,LADIES FINGERS,2
2011,Kurunegala,LEEKS,2
2011,Kurunegala,LIME,2
2011,Kurunegala,LONG BEANS,2
2011,Kurunegala,LUFFA,2
2011,Kurunegala,MANIOC,2
2011,Kurunegala,MUKUNUWENNA,2
2011,Kurunegala,PUMPKIN,2
2011,Kurunegala,RADDISH,2
2011,Kurunegala,SNAKE GOURD,3
2011,Kurunegala,SWEET POTATOES,2
2011,Kurunegala,TOMATOES,2
2011,Mannar,ASH PLANTAINS,34
2011,Mannar,BEETROOT,30
2011,Mannar,BITTER GOURD,32
2011,Mannar,BRINJALS,30
2011,Mannar,CABBAGE,30
2011,Mannar,CAPSICUM,32
2011,Mannar,CARROT,30
2011,Mannar,CUCUMBER,36
2011,Mannar,DRUMSTIC,30
2011,Mannar,GOTUKOLA,30
2011,Mannar,GREEN BEANS,30
2011,Mannar,GREEN CHILLIES,31
2011,Mannar,KANKUN,48
2011,Mannar,KNOL-KHOL,33
2011,Mannar,LADIES FINGERS,30
2011,Mannar,LEEKS,30
2011,Mannar,LIME,31
2011,Mannar,LONG BEANS,34
2011,Mannar,LUFFA,31
2011,Mannar,MANIOC,51
2011,Mannar,MUKUNUWENNA,32
2011,Mannar,PUMPKIN,30
2011,Mannar,RADDISH,31
2011,Mannar,SNAKE GOURD,31
2011,Mannar,SWEET POTATOES,32
2011,Mannar,TOMATOES,30
2011,Mathara,ASH PLANTAINS,6
2011,Mathara,BEETROOT,6
2011,Mathara,BITTER GOURD,6
2011,Mathara,BRINJALS,6
2011,Mathara,CABBAGE,6
2011,Mathara,CAPSICUM,6
2011,Mathara,CARROT,6
2011,Mathara,CUCUMBER,6
2011,Mathara,DRUMSTIC,24
2011,Mathara,GOTUKOLA,6
2011,Mathara,GREEN BEANS,6
2011,Mathara,GREEN CHILLIES,6
2011,Mathara,KANKUN,6
2011,Mathara,KNOL-KHOL,11
2011,Mathara,LADIES FINGERS,6
2011,Mathara,LEEKS,6
2011,Mathara,LIME,6
2011,Mathara,LONG BEANS,6
2011,Mathara,LUFFA,6
2011,Mathara,MANIOC,6
2011,Mathara,MUKUNUWENNA,6
2011,Mathara,PUMPKIN,6
2011,Mathara,RADDISH,6
2011,Mathara,SNAKE GOURD,7
2011,Mathara,SWEET POTATOES,6
2011,Mathara,TOMATOES,6
2011,Meegoda,ASH PLANTAINS,8
2011,Meegoda,BEETROOT,8
2011,Meegoda,BITTER GOURD,10
2011,Meegoda,BRINJALS,8
2011,Meegoda,CABBAGE,8
2011,Meegoda,CAPSICUM,8
2011,Meegoda,CARROT,8
2011,Meegoda,CUCUMBER,8
2011,Meegoda,DRUMSTIC,30
2011,Meegoda,GOTUKOLA,8
2011,Meegoda,GREEN BEANS,8
2011,Meegoda,GREEN CHILLIES,8
2011,Meegoda,KANKUN,8
2011,Meegoda,KNOL-KHOL,20
2011,Meegoda,LADIES FINGERS,9
2011,Meegoda,LEEKS,8
2011,Meegoda,LIME,8
2011,Meegoda,LONG BEANS,8
2011,Meegoda,LUFFA,8
2011,Meegoda,MANIOC,8
2011,Meegoda,MUKUNUWENNA,8
2011,Meegoda,PUMPKIN,8
2011,Meegoda,RADDISH,10
2011,Meegoda,SNAKE GOURD,8
2011,Meegoda,SWEET POTATOES,9
2011,Meegoda,TOMATOES,8
2011,Monaragala,ASH PLANTAINS,7
2011,Monaragala,BEETROOT,7
2011,Monaragala,BITTER GOURD,8
2011,Monaragala,BRINJALS,7
2011,Monaragala,CABBAGE,7
2011,Monaragala,CAPSICUM,7
2011,Monaragala,CARROT,7
2011,Monaragala,CUCUMBER,7
2011,Monaragala,DRUMSTIC,26
2011,Monaragala,GOTUKOLA,7
2011,Monaragala,GREEN BEANS,7
2011,Monaragala,GREEN CHILLIES,7
2011,Monaragala,KANKUN,7
2011,Monaragala,KNOL-KHOL,10
2011,Monaragala,LADIES FINGERS,7
2011,Monaragala,LEEKS,7
2011,Monaragala,LIME,7
2011,Monaragala,LONG BEANS,7
2011,Monaragala,LUFFA,7
2011,Monaragala,MANIOC,7
2011,Monaragala,MUKUNUWENNA,7
2011,Monaragala,PUMPKIN,7
2011,Monaragala,RADDISH,7
2011,Monaragala,SNAKE GOURD,7
2011,Monaragala,SWEET POTATOES,7
2011,Monaragala,TOMATOES,7
2011,Mullaitive,ASH PLANTAINS,32
2011,Mullaitive,BEETROOT,34
2011,Mullaitive,BITTER GOURD,42
2011,Mullaitive,BRINJALS,32
2011,Mullaitive,CABBAGE,32
2011,Mullaitive,CAPSICUM,35
2011,Mullaitive,CARROT,33
2011,Mullaitive,CUCUMBER,51
2011,Mullaitive,DRUMSTIC,38
2011,Mullaitive,GOTUKOLA,51
2011,Mullaitive,GREEN BEANS,46
2011,Mullaitive,GREEN CHILLIES,32
2011,Mullaitive,KANKUN,52
2011,Mullaitive,KNOL-KHOL,52
2011,Mullaitive,LADIES FINGERS,32
2011,Mullaitive,LEEKS,32
2011,Mullaitive,LIME,32
2011,Mullaitive,LONG BEANS,35
2011,Mullaitive,LUFFA,51
2011,Mullaitive,MANIOC,32
2011,Mullaitive,MUKUNUWENNA,52
2011,Mullaitive,PUMPKIN,32
2011,Mullaitive,RADDISH,50
2011,Mullaitive,SNAKE GOURD,39
2011,Mullaitive,SWEET POTATOES,46
2011,Mullaitive,TOMATOES,33
2011,Nikaweratiya,ASH PLANTAINS,7
2011,Nikaweratiya,BEETROOT,7
2011,Nikaweratiya,BITTER GOURD,7
2011,Nikaweratiya,BRINJALS,7
2011,Nikaweratiya,CABBAGE,7
2011,Nikaweratiya,CAPSICUM,7
2011,Nikaweratiya,CARROT,7
2011,Nikaweratiya,CUCUMBER,7
2011,Nikaweratiya,DRUMSTIC,31
2011,Nikaweratiya,GOTUKOLA,7
2011,Nikaweratiya,GREEN BEANS,7
2011,Nikaweratiya,GREEN CHILLIES,7
2011,Nikaweratiya,KANKUN,7
2011,Nikaweratiya,KNOL-KHOL,9
2011,Nikaweratiya,LADIES FINGERS,7
2011,Nikaweratiya,LEEKS,7
2011,Nikaweratiya,LIME,7
2011,Nikaweratiya,LONG BEANS,7
2011,Nikaweratiya,LUFFA,7
2011,Nikaweratiya,MANIOC,7
2011,Nikaweratiya,MUKUNUWENNA,7
2011,Nikaweratiya,PUMPKIN,7
2011,Nikaweratiya,RADDISH,7
2011,Nikaweratiya,SNAKE GOURD,7
2011,Nikaweratiya,SWEET POTATOES,7
2011,Nikaweratiya,TOMATOES,7
2011,Nuwaraeliya,ASH PLANTAINS,2
2011,Nuwaraeliya,BEETROOT,2
2011,Nuwaraeliya,BITTER GOURD,2
2011,Nuwaraeliya,BRINJALS,2
2011,Nuwaraeliya,CABBAGE,2
2011,Nuwaraeliya,CAPSICUM,2
2011,Nuwaraeliya,CARROT,2
2011,Nuwaraeliya,CUCUMBER,2
2011,Nuwaraeliya,DRUMSTIC,28
2011,Nuwaraeliya,GOTUKOLA,2
2011,Nuwaraeliya,GREEN BEANS,2
2011,Nuwaraeliya,GREEN CHILLIES,2
2011,Nuwaraeliya,KANKUN,2
2011,Nuwaraeliya,KNOL-KHOL,2
2011,Nuwaraeliya,LADIES FINGERS,2
2011,Nuwaraeliya,LEEKS,2
2011,Nuwaraeliya,LIME,2
2011,Nuwaraeliya,LONG BEANS,2
2011,Nuwaraeliya,LUFFA,2
2011,Nuwaraeliya,MANIOC,2
2011,Nuwaraeliya,MUKUNUWENNA,2
2011,Nuwaraeliya,PUMPKIN,2
2011,Nuwaraeliya,RADDISH,2
2011,Nuwaraeliya,SNAKE GOURD,2
2011,Nuwaraeliya,SWEET POTATOES,2
2011,Nuwaraeliya,TOMATOES,2
2011,Polonnaruwa,ASH PLANTAINS,5
2011,Polonnaruwa,BEETROOT,5
2011,Polonnaruwa,BITTER GOURD,5
2011,Polonnaruwa,BRINJALS,5
2011,Polonnaruwa,CABBAGE,5
2011,Polonnaruwa,CAPSICUM,5
2011,Polonnaruwa,CARROT,5
2011,Polonnaruwa,CUCUMBER,5
2011,Polonnaruwa,DRUMSTIC,29
2011,Polonnaruwa,GOTUKOLA,5
2011,Polonnaruwa,GREEN BEANS,5
2011,Polonnaruwa,GREEN CHILLIES,5
2011,Polonnaruwa,KANKUN,5
2011,Polonnaruwa,KNOL-KHOL,17
2011,Polonnaruwa,LADIES FINGERS,5
2011,Polonnaruwa,LEEKS,5
2011,Polonnaruwa,LIME,5
2011,Polonnaruwa,LONG BEANS,5
2011,Polonnaruwa,LUFFA,5
2011,Polonnaruwa,MANIOC,20
2011,Polonnaruwa,MUKUNUWENNA,5
2011,Polonnaruwa,PUMPKIN,5
